gene,MetS,SI
MREG,0.920332555,-10.73728631
MRFAP1,1.3377746590000001,-9.281842818
MRFAP1L1,2.384936771,-7.614220034
MRGBP,-3.569807487,1.864623832
MRI1,6.843232502,-7.070479613
MRM2,7.425943479,-6.618602344
MRM3,2.3574492080000002,-8.309583413
MRNIP,3.7943383839999996,-9.661738412
MROH1,7.9693155970000005,-6.590434073
MROH8,-6.7874943,-0.262659842
MRPL1,-4.6922804760000005,2.939877498
MRPL10,8.176697835,-4.245576407
MRPL11,4.411624174,3.1357256330000003
MRPL13,2.607960716,1.897474375
MRPL14,-2.493539819,3.411606038
MRPL15,3.91578922,6.728068172
MRPL16,5.656911111,-9.008048182000001
MRPL17,-4.513263754,-3.121265387
MRPL18,-0.256348197,1.4284235280000002
MRPL19,-2.553373418,-8.945617612000001
MRPL2,-2.060835939,5.014052703
MRPL22,4.908481605,7.496263575
MRPL24,-0.531846394,3.72509585
MRPL27,0.203063359,9.916188314
MRPL28,1.354363054,8.982284452
MRPL3,-0.41780007799999996,-3.389604807
MRPL32,-0.9165496390000001,-4.812584233
MRPL34,8.255205315,-8.612740712999999
MRPL35,-4.242877026,-6.678896505
MRPL36,-1.664973693,0.36786627899999996
MRPL37,6.6048741920000005,6.722315793
MRPL39,9.695366052999999,-6.745756759
MRPL4,12.47208299,-1.384886099
MRPL40,-4.1132343780000005,6.815195298
MRPL41,10.35907379,2.22536822
MRPL43,10.80849498,-0.668602005
MRPL44,-0.497007918,-9.159577582999999
MRPL47,2.775530887,6.925096442999999
MRPL48,6.849530294,-0.590648862
MRPL49,1.665778287,-11.82739586
MRPL50,-0.828456187,-8.100004571
MRPL51,-2.147863657,8.225824452000001
MRPL52,-1.508178735,4.341435985
MRPL54,6.82375229,8.53733283
MRPL55,1.554372053,5.46118758
MRPL57,6.612874499999999,-2.345885954
MRPL58,0.725114907,6.435446615
MRPL9,4.83223576,-9.581397969
MRPS10,1.232855706,-7.977682142000001
MRPS11,0.41765940700000004,5.393262142999999
MRPS12,9.650754642999999,-2.4254151459999997
MRPS14,-1.33705086,-7.462200226
MRPS15,5.376653964,2.699812604
MRPS16,6.034455384,-2.0307837859999998
MRPS18A,-2.2412046930000002,-0.195501617
MRPS18C,-2.59234321,-1.67462466
MRPS2,8.496584377000001,-3.8555287560000004
MRPS22,-2.51817531,-7.888839588
MRPS23,-1.494202936,1.9054461
MRPS24,7.956073554,-6.223062059
MRPS25,-1.742493586,-11.34956204
MRPS26,8.362343184,-4.709328385
MRPS27,2.630227055,-5.434385832999999
MRPS28,0.938115075,2.947414153
MRPS30,-0.108712645,-3.82514671
MRPS31,1.723285978,-10.09759662
MRPS33,4.944456371,2.616948244
MRPS34,7.512579582000001,7.158234291
MRPS35,-2.020496405,-4.4112248030000005
MRPS36,-1.448851074,-1.863963199
MRPS5,6.3306466839999995,-7.784444385
MRPS7,-0.699489453,4.977235321
MRPS9,-0.27879157600000004,-3.7391996689999996
MRRF,4.094789945,-11.38375934
MRS2,-3.392318064,-8.438863536
MRTFB,-1.080417437,-5.251606451000001
MRTO4,6.666651583999999,-7.824308309
MRVI1-AS1,-5.643381862000001,1.675105536
MRVI1,-6.136224146,5.779778255
MS4A1,-4.883194352,-9.197407035
MS4A14,5.466456968999999,-3.841460363
MS4A2,-8.313688402,-7.323404057
MS4A3,-3.9041672089999997,-10.85895417
MS4A4A,2.145705704,5.50034258
MS4A6A,3.979255082,-4.988593175
MS4A7,3.210304839,-3.732510894
MSANTD1,11.56153961,-0.71985802
MSANTD2,-1.4605037680000001,-11.83929545
MSANTD3,-4.07060212,-10.711217800000002
MSANTD4,0.9418056920000001,-5.545960481
MSC,5.434901738,2.337797916
MSH2,0.16798806600000002,-9.246192753999999
MSH3,3.142605408,-10.92939186
MSH6,0.945640624,-8.131047621
MSI2,-3.808751436,-7.424945936
MSL1,-3.318227003,-8.94305275
MSL2,-1.63947066,-9.269481922
MSL3,-1.217024242,-4.856470718
MSMO1,-5.826585258,2.6765378230000003
MSN,9.276604895,2.659191063
MSR1,2.689324398,5.835264788
MSRA,9.519156967,-1.967567834
MSRB2,-3.502952942,2.94273302
MSRB3,1.568537768,0.9833870840000001
MSS51,6.4818466710000004,-10.64364048
MST1,1.223331043,-2.2849718169999997
MST1L,1.68105575,-12.19921881
MST1P2,5.289333743,-10.63676623
MST1R,-5.888230967,-5.421768851
MSTO1,9.444446886,-5.709233131
MT1E,0.491143304,5.082640915
MT1X,0.013894453000000001,-9.196051842000001
MT2A,-1.029787756,6.373976748
MTA1,7.366960022000001,-10.78097421
MTA2,11.9520007,3.9273786910000004
MTA3,4.073973519,-8.864548148999999
MTAP,7.030588728,-7.6939951010000005
MTBP,0.447622184,-4.406540405
MTCH1,-0.61322863,-11.40042466
MTCH2,3.80421008,4.307283551
MTCL1,2.7802959819999997,-9.13479207
MTDH,-2.012710305,-5.980096168999999
MTERF1,-2.799398217,-6.546224
MTERF2,-0.522881708,-9.888209671
MTERF3,-2.095323238,-7.721498246
MTERF4,3.190767675,-11.91175771
MTF1,4.345785921,3.744971702
MTF2,-1.76598725,-5.22977612
MTFMT,-0.576235884,-10.47092222
MTFR1,-0.21119902,-7.85593856
MTFR1L,-2.2024240330000002,-6.067325051
MTFR2,3.10952844,-9.523107515
MTG1,6.661917302000001,-8.133727685
MTG2,7.81577569,5.300787133
MTHFD1,10.09009803,0.91898407
MTHFD1L,11.62049435,1.8229491919999998
MTHFD2,0.449103133,4.713443986000001
MTHFD2L,1.580077555,-6.1251707589999995
MTHFR,10.81191529,-7.043552162
MTHFS,-1.7826252830000002,-7.913816916
MTHFSD,4.687734793,-12.43551442
MTIF2,4.7964287489999995,-11.38365924
MTIF3,-3.79206688,-7.415796887999999
MTLN,8.920565264,-3.472358512
MTM1,-0.915776155,-8.660547326
MTMR1,-2.166468901,-9.826396872
MTMR10,-5.307580053,-6.413498597999999
MTMR11,8.570565182000001,-0.983402922
MTMR12,3.1592806810000003,-8.902036462
MTMR14,8.506525883,-5.5029662560000006
MTMR2,1.1889491509999999,-7.059713087
MTMR3,4.848846288,-5.424949379
MTMR4,-2.268333856,-10.25811376
MTMR6,-2.538332096,-3.9476036580000002
MTMR7,3.8588617810000003,-10.45132811
MTMR8,2.836785463,8.096074772
MTMR9,0.9170544079999999,-7.440370441000001
MTO1,0.9583395029999999,-5.52428874
MTPAP,0.38458476,-6.583756632999999
MTPN,-2.7995605880000003,-3.512490397
MTR,2.9013182439999996,-7.662638682000001
MTREX,-4.759520037,-5.238590837
MTRF1,-2.717288626,-10.91846771
MTRF1L,-5.243873453,-3.342796554
MTRR,2.0896914090000003,-4.0471432830000005
MTSS1,-0.477771523,-4.762119705
MTSS2,7.4878404970000005,-4.093277963
MTURN,-9.411333509,-0.656053169
MTUS1,-4.026969447,-8.048959351
MTX1,-2.156166074,4.67014704
MTX2,-0.5301946829999999,-7.412529649
MTX3,-3.4222253510000002,-4.469359829
MUC1,10.77695418,-8.444203909
MUC20,-6.635097435,5.533016565
MUL1,8.307433714,-4.476090415
MUS81,5.6031543720000005,-4.282599316000001
MUTYH,1.7945663490000001,-11.56154986
MVB12A,11.85746956,0.22588964600000003
MVD,6.010040028,7.888744402
MVK,7.733292809,-6.123979256
MVP,3.401837238,9.766254024
MX1,-6.726829359,-0.8163283990000001
MX2,-6.637029638,0.840060954
MXD1,-5.205323156,-6.106203192000001
MXD4,8.359605209,0.49701016200000003
MXI1,-3.9397959960000004,3.153373938
MXRA7,-1.217018335,8.873980967
MXRA8,7.5769477510000005,-3.8848513610000004
MYADM,5.527537444,-0.9176346740000001
MYB,-4.310465596,-9.111908256
MYBBP1A,7.851143909,-6.004449879
MYBL1,-3.41074455,-1.379760325
MYBL2,4.688858851,-4.496173128
MYBPC2,-4.438307155,-8.08284972
MYBPC3,-3.515527772,-5.340935275
MYBPH,1.96947015,1.057529224
MYC,7.116761441,-10.9422301
MYCBP2,1.7735207430000002,-6.659187861
MYCBPAP,1.11002857,-6.07498816
MYCL,3.5470799910000004,-10.18818942
MYCT1,1.56720234,-0.841188354
MYD88,5.746565753,1.261580146
MYDGF,4.3330692410000005,3.7937451560000004
MYEF2,0.521298911,-9.902027009
MYEOV,-3.9203325939999996,-2.39850463
MYH10,1.743790177,-9.923296525
MYH11,-2.691982362,-6.650728824
MYH3,-0.38219970000000003,-6.469890338
MYH7B,3.617859525,-7.455682283
MYH9,6.525207632000001,5.72519651
MYL12A,1.069767042,1.209159976
MYL12B,-4.260010506,6.43431608
MYL6,-1.6695803969999998,9.045603801
MYL9,-6.539044453,2.553498817
MYLIP,2.3170252419999997,-8.823765112
MYLK,-4.602273343,-5.733945311
MYLK4,0.923051458,-8.783105438
MYLPF,4.225139057,-8.127589217999999
MYNN,-5.412349467,-4.599830804
MYO10,1.4559020669999998,3.184799547
MYO15A,-1.368498807,-6.73022958
MYO1A,5.027089767,-5.834962015
MYO1B,0.44402752700000003,-11.11265674
MYO1D,12.96729879,3.67701839
MYO1E,-2.026904489,-9.452171478
MYO1F,3.7902561360000004,4.847920491
MYO1G,9.09263088,4.918146405
MYO5B,-4.725677709,-2.914850238
MYO5C,-4.073095632,-2.11428057
MYO7A,-5.661320977000001,-3.8795260839999997
MYO7B,5.318338842,-2.31512998
MYO9A,-2.0068337119999997,-3.1746022010000003
MYO9B,6.488885369,5.232041816000001
MYOF,3.889205229,5.186700847
MYOM1,2.8301423189999997,-3.2887396310000003
MYOM2,2.645125256,-0.957681222
MYORG,6.913986479,0.8739654440000001
MYPOP,3.2145907989999998,-4.376632689
MYRF,11.03595636,6.744536943
MYSM1,-4.0962414680000006,-4.918112581
MZB1,-2.313720734,0.828297664
MZF1,7.318566906,-8.680118328999999
MZT2A,2.063191201,8.145270566
MZT2B,5.9496078279999995,6.020781071
N4BP2,-3.556400496,-1.5378948630000002
N4BP2L1,-0.5245582560000001,-11.34823209
N4BP3,-2.156247665,-8.818681779
N6AMT1,-0.199156818,-11.43622688
NAA10,3.793280808,2.194764592
NAA15,-5.081319926,-5.208853884
NAA16,-1.067919877,-10.69325665
NAA20,-1.23327123,-7.32729039
NAA25,-0.323505989,-11.29429657
NAA30,-2.656115115,-3.225109448
NAA35,-0.081378168,-6.3778943020000005
NAA38,0.249670963,10.10162715
NAA40,5.2452257730000005,-6.580568004
NAA50,-2.145790938,-5.817166182999999
NAA60,-0.971658683,-9.142638343
NAAA,-3.2231676680000003,-10.37050833
NAALAD2,2.30354359,-7.700942127
NAALADL1,-0.962519,-6.596855402999999
NAB1,-4.535808713,-7.184313275
NAB2,0.6927464729999999,-11.95355739
NABP1,-0.0750093,-6.4223180079999995
NABP2,8.678201355,3.640967645
NACA3P,3.768055777,-12.10512228
NACC1,9.236477467,3.78237663
NACC2,4.763669901,-6.420851353
NADK,-2.488696178,-0.771279532
NADK2,-1.3599705619999998,-8.955519288
NADSYN1,1.353484243,-5.819966484
NAE1,-1.315282784,-6.02476195
NAF1,6.817484583,-5.5522962
NAGK,-4.179312629,-5.301558906
NAGLU,11.15663561,-5.560918001
NAGPA,12.11664981,-5.388237178
NAGS,0.855970175,-8.071415425
NAIF1,2.501185236,-9.352903493
NAMPT,-2.7461504860000003,2.631059056
NANOS1,6.057433103999999,-2.117952099
NANP,6.557722399,4.358327066
NANS,1.210087585,7.607266807
NAP1L1,-0.56640138,-9.481023862
NAP1L2,8.431129118,-3.8041291719999997
NAP1L3,-1.4469859930000002,-6.482507152999999
NAP1L5,3.59255608,0.19754971300000002
NAPA,2.8607448939999998,5.6185890160000005
NAPB,-4.890728609,-3.479768613
NAPEPLD,-0.64988563,-8.688825999999999
NAPG,0.38502107,-6.063962728
NAPRT,5.430644768,7.338691807000001
NAPSA,-1.647465763,-3.113302081
NAPSB,0.477249075,-0.775528873
NARF,2.657888264,9.98818041
NARS,3.03680143,-10.24849728
NARS2,0.807935055,-9.101555544
NASP,-4.920064054,-0.673420657
NAT1,1.981019911,-7.257643052000001
NAT10,8.961099472999999,-5.966115919
NAT14,2.321974325,0.630277828
NAT8L,0.15496279999999998,-3.338416886
NAT9,1.7820945830000001,-9.691553957
NAV1,2.419718006,-8.415999749
NAXE,2.49866697,6.431375836
NBAS,5.445375492,6.662059446000001
NBEA,-2.0284200009999998,-8.780537955
NBEAL1,-3.56019638,6.57102589
NBEAL2,9.670392808999999,5.553294383
NBL1,7.663063612999999,2.4507391380000003
NBN,-7.054803725,-3.3720167219999997
NBPF3,9.087539971,-5.073903402
NBR1,-1.318123588,-6.887039466
NCALD,8.969954788999999,0.41043318
NCAM1,-1.531281499,7.392427405
NCAPD2,9.542555331,-2.314145776
NCAPD3,6.744365127000001,-10.45164267
NCAPG,3.6506794830000002,5.964155168
NCAPG2,12.23560304,-3.5475692089999997
NCAPH,4.728521111,3.773122938
NCAPH2,2.993175775,-1.263172056
NCBP1,0.758853474,-7.772471652
NCBP2,-1.276119343,-10.95384965
NCBP3,2.460044673,-10.17891627
NCDN,7.556067036,-1.964754319
NCEH1,-0.375345694,-2.308457351
NCF1,-3.980294527,3.4185756880000002
NCF1B,-3.292693142,-1.9126324469999998
NCF1C,1.592442797,5.475746987999999
NCF2,-0.37194425700000006,-0.104525757
NCF4-AS1,7.318110231,2.991095117
NCF4,4.66969005,8.764749376000001
NCK1,-3.3399827419999997,-6.858689547999999
NCK2,4.660836508,-10.52240729
NCKAP1,-8.719121435,-1.297939297
NCKAP1L,6.191995867999999,3.7726566010000004
NCKAP5L,9.754135047,1.705622226
NCL,7.536355857999999,-0.83137169
NCLN,7.532827577000001,-6.758521445
NCOA1,-0.515278693,-3.895546605
NCOA2,-1.6490470309999998,-6.718932712000001
NCOA3,-3.2586501180000003,-7.325832267000001
NCOA5,2.5885408030000003,-10.025327800000001
NCOA7,-2.2169123440000003,1.363480927
NCOR1,7.54275974,1.80329547
NCR1,0.850751099,6.094970578
NCR3LG1,-7.013429348,0.234902353
NCS1,7.522914255,6.741634605
NCSTN,8.249897806,-4.881463893
NDC1,-0.403167464,-3.9075614919999997
NDC80,1.6465805180000002,-1.3751294930000002
NDE1,7.395558756000001,-8.670060887
NDEL1,1.236191319,-10.2388103
NDFIP1,0.667697688,-10.83593842
NDFIP2,-4.098346061,-7.178049229
NDN,7.217628357000001,0.64522131
NDOR1,8.205173448,-4.035706783999999
NDRG1,4.3732240430000004,-7.829591282999999
NDRG2,4.288683868,-12.29740086
NDRG3,4.014753263999999,-4.6646727210000005
NDRG4,3.5464032569999997,-12.36313026
NDST1,1.959032149,5.2417459310000005
NDST2,11.97083518,-2.9622169130000002
NDUFA1,2.479973208,5.71161376
NDUFA10,5.511158375,-10.55420988
NDUFA11,3.129629527,0.088784755
NDUFA12,-6.910012005,2.666313776
NDUFA13,-0.42493459299999997,9.583731371
NDUFA2,0.750756953,8.49284915
NDUFA3,-2.734233741,8.095523984
NDUFA4,3.747649767,3.891137483
NDUFA5,0.6734189429999999,-5.506710977000001
NDUFA6,2.227639395,-0.43160196700000003
NDUFA8,1.244276734,3.54046978
NDUFA9,6.873423164,5.177293335
NDUFAB1,5.67418364,0.38468878700000003
NDUFAF1,-2.7699065910000003,-0.532849575
NDUFAF2,-0.8858489409999999,-1.43526032
NDUFAF3,2.3529930969999997,-1.8780748219999999
NDUFAF4,-5.922050122000001,3.6178514369999997
NDUFAF5,-2.378439272,-3.521580119
NDUFAF6,-4.11441448,-7.067922922999999
NDUFAF7,1.953568915,-8.170922722
NDUFB1,9.284284019,-4.170670831
NDUFB10,0.13565265099999999,6.2760863360000005
NDUFB11,0.08922624300000001,7.337576669
NDUFB2,4.135363985,7.688563482
NDUFB3,4.044970449,5.349279467
NDUFB4,0.114309395,0.529881582
NDUFB5,3.830483193,-9.340789087000001
NDUFB6,-3.85419871,7.8770277
NDUFB7,0.44442867399999997,10.12173532
NDUFB8,-8.138505532,1.394352525
NDUFB9,0.27748086,8.370526216
NDUFC1,2.721192577,1.171174245
NDUFC2,-4.7324780639999995,-3.919260685
NDUFS1,2.460280944,-9.731669656000001
NDUFS2,1.65853843,1.438902874
NDUFS4,-0.923201727,4.180571156
NDUFS5,7.483628107,3.8583081860000004
NDUFS6,-3.26084183,7.336328697000001
NDUFS7,8.04208255,2.169786595
NDUFS8,4.281959981,8.042485111
NDUFV1,5.168656225,2.020168515
NDUFV2,6.678677447999999,-1.410558884
NDUFV3,-3.018736619,-8.032745962
NEB,-5.11616058,-7.953463612999999
NECAB1,2.028005731,-9.11537564
NECAB2,-0.49587853299999995,8.329055622
NECAB3,5.886393334,-12.08488875
NECAP1,1.8863082480000002,-8.434465769
NECAP2,4.644275396,-11.84500763
NECTIN1,6.860165909,6.91306171
NECTIN2,2.474221121,1.465961105
NECTIN3,2.666976053,-8.209669606
NEDD1,-2.3354307,-1.077854355
NEDD4,5.822641533,4.334955698
NEDD4L,0.15837436300000002,8.250747842
NEDD8,0.050052743,7.839098347999999
NEDD9,-3.512337692,-3.87625577
NEFH,5.051714973,-4.254503553
NEGR1,-5.651463692999999,0.7530064329999999
NEIL1,3.609384533,-7.821006136
NEIL2,7.44865418,-4.50203358
NEK1,-4.016302346,-3.8297412580000003
NEK11,11.78329786,-6.642434274
NEK2,2.371449064,2.771724407
NEK3,8.601053433999999,-9.8062247
NEK4,2.423361903,-9.204943541
NEK6,1.055526709,8.120411917
NEK7,-5.066963979,-3.9499954330000002
NEK9,3.430444537,-11.17098641
NELFA,9.946886102,-8.791286762
NELFB,10.55938992,-4.971904018
NELFCD,1.092572756,-4.624353919
NELL2,1.7139561819999998,-10.89260128
NEMF,-1.2980794,-4.9733819630000005
NEMP1,-0.402003105,-10.90674024
NEMP2,2.795905727,-5.843487105
NENF,0.7961656640000001,9.410782258
NEO1,0.344196525,-0.6606951520000001
NEPRO,1.536333291,-10.47702575
NET1,-5.194337619,-9.671771414
NETO1,-4.590728863,-7.876904933
NETO2,7.249261743,-4.953477838
NEU3,-3.2731013680000003,-6.073913075
NEURL1,10.05500896,5.469208431
NEXN,-6.850963975,1.216648931
NF2,10.41862602,-4.864517884
NFAT5,0.289011184,-6.596052123
NFATC1,4.084519485,-9.704253668
NFATC2,6.268615264,3.974765687
NFATC2IP,-0.223538285,-11.80104481
NFATC3,8.343133254,-2.970866892
NFE2,0.124339084,9.910654962
NFE2L1,8.438378042,2.3319378619999998
NFE2L2,-1.666358627,-5.885347481
NFE2L3,-2.732936577,-8.990025702
NFIA,-0.210863685,1.7330160469999998
NFIC,9.767128552,-1.126520928
NFIL3,-0.952095678,6.092820045
NFIX,4.317675925,8.494252357
NFKB1,3.0909528219999998,-8.992836982
NFKB2,5.1145140510000004,-4.9964631
NFKBIA,3.373050946,-11.17166809
NFKBIB,9.66588418,-4.770030493999999
NFKBID,5.976623159,-6.944551715
NFKBIE,-3.230521475,-7.534288622
NFKBIZ,0.28759645100000003,-3.671211079
NFRKB,5.24073832,-9.937841022999999
NFU1,2.89494696,-2.4325738759999997
NFX1,2.95891451,-10.64207339
NFXL1,7.649991005,3.362001419
NFYA,-0.65452236,-8.280333749
NFYB,-2.9374499380000003,-3.425688174
NFYC,8.041354718,-8.973284934
NGDN,-0.380379094,1.61465713
NGFR,3.2564957089999997,-1.8387192280000002
NGLY1,-0.6820185940000001,-11.46224229
NGRN,6.465355377000001,-10.43475096
NHLH1,7.8697797220000005,-9.249511997
NHLRC1,11.63806463,-1.49621719
NHLRC3,1.010707536,-10.924424
NHP2,7.407843069,-6.949352582
NHS,-4.548146387,-8.219327196
NHSL1,6.650365627999999,-4.637743079
NICN1,2.8978892419999998,-12.03686657
NID1,1.9722144590000001,-12.00740486
NID2,-1.58528615,-8.812189562999999
NIFK,-2.22857085,-5.063826355
NIN,-1.617378921,-2.647329044
NINJ1,-6.9011675420000005,-0.7638753070000001
NINJ2,2.965390249,-1.121035757
NINL,2.495113896,5.370961188
NIP7,1.500931119,-7.390288126000001
NIPA1,-4.0515194910000005,-7.7392228460000005
NIPA2,4.0649990869999995,-9.154116315
NIPAL2,-2.818631795,-8.687094737
NIPAL3,-3.1051834589999996,-9.233335862999999
NIPAL4,-5.400287632,4.049640696
NIPBL,-3.339133628,2.74534851
NIPSNAP1,5.110329723,-11.52845099
NIPSNAP2,2.858847571,-7.43271721
NIPSNAP3A,6.967245322,-4.479278205
NIPSNAP3B,0.408231205,-4.576621615
NISCH,6.667655019,-6.917980497
NIT1,5.729827084,-11.28067922
NIT2,3.913809785,-7.411999453
NKAP,-7.530294651,-2.260592764
NKAPD1,-4.828737071,0.6888479259999999
NKAPL,6.749671212000001,-9.667363013
NKD1,-4.815486827,-8.515416963
NKG7,3.01496488,9.10698442
NKIRAS2,6.470246021,-6.982143075
NKPD1,1.376150116,-8.183775593
NKRF,-4.406001098,-8.796906838
NKTR,-0.21856630800000001,-9.710253511
NKX3-1,1.898597936,3.1455428810000003
NLE1,3.3642503039999996,-6.83840187
NLGN2,6.345069031,-9.171066532000001
NLK,-0.882788772,-9.029445628
NLN,4.118275451000001,-10.004986800000001
NLRC3,0.200977385,-4.75344621
NLRC4,6.96296755,6.623797838
NLRC5,4.714652223,0.301996841
NLRP1,2.659652314,-10.52573831
NLRP12,10.09444893,-0.845899553
NLRP2,8.302278493,-9.688182465
NLRP3,6.645811012,-5.566974639
NLRP6,1.8686787530000002,1.319623357
NLRP7,4.9143460260000005,-8.818219265
NLRX1,9.688986141,4.429070043
NMD3,-2.464512357,-0.6861001590000001
NME2P1,-1.9868373769999998,8.161135599
NME3,10.17511602,-2.386128819
NME4,10.01659457,-3.7022429910000003
NME6,0.800969255,-2.592306704
NME7,0.42663474,1.314397755
NME8,4.022683345,-2.675529095
NMI,-3.180949337,-1.1058487609999998
NMNAT1,-0.5076644579999999,-10.03949423
NMNAT3,-3.016309391,-11.46449376
NMRAL1,-0.171988838,7.417507077000001
NMRK1,3.264784731,-4.6080096
NMT1,6.889638999,-8.783462788
NMT2,2.043752986,-11.10420014
NMUR1,5.425704973999999,2.289193021
NNAT,3.222779267,-7.204164257
NNT,5.623210339,2.0090508369999998
NOA1,7.251307729,-10.79919639
NOB1,10.71875834,0.008654545
NOC2L,9.346138206000001,-6.784378807
NOC3L,-2.4854224990000002,-8.763673884
NOC4L,2.8821630710000004,7.997019165
NOCT,3.739893412,9.956440387
NOD1,5.294482106999999,-8.079235315
NOD2,-1.850299897,-0.5476473510000001
NOG,-1.8319951030000001,-11.31955004
NOL10,2.976359105,-4.216845138
NOL11,-1.518297194,-10.08202179
NOL6,7.825040517000001,-10.27824016
NOL9,4.37539213,-10.9763794
NOLC1,1.348678609,-11.12370831
NOM1,-0.6605930999999999,-11.80772464
NOMO1,9.93430366,-1.9672840230000002
NOMO2,6.6805981,-4.071220403
NOMO3,-4.952041742,-6.001998447
NONO,3.691672656,-12.01970035
NOP10,-0.771017141,8.590720971
NOP14,7.626077771,-8.254060117
NOP16,3.794669498,-8.694435747
NOP2,3.393768689,-3.689069458
NOP53,8.088125901,-6.316555394
NOP56,3.7539373510000003,-4.319131551
NOP58,0.27167691899999996,-5.221492448999999
NOS3,-1.368746104,-7.9163700420000005
NOSIP,7.0550834270000005,-4.70599339
NOTCH1,1.8157274819999998,1.3892256969999999
NOTCH2,3.289364229,-3.611310343
NOTCH3,-2.569469649,-3.181266641
NOX1,-3.4595423469999997,2.9198792160000004
NOXA1,9.665916387000001,-4.439845617
NOXRED1,-3.752075941,-8.018705766
NPAS1,6.256359498999999,-8.495935516
NPAS2,2.431317463,-11.02616613
NPAT,-2.63826806,-9.250525511000001
NPC1,2.524372805,0.314436595
NPC2,2.6933732989999997,5.294676921000001
NPDC1,10.66019042,-5.547712026
NPEPPS,0.741215658,-12.27725841
NPHP1,0.72452403,-8.620632872
NPHP3,3.0056835060000004,-9.730731735
NPHP4,6.6638364139999995,-11.214244800000001
NPIPA1,4.993215071,2.8365960410000004
NPIPA5,7.049742823,-9.23078232
NPIPB12,-3.060321612,-2.557671975
NPIPB3,4.556715737,-10.0619062
NPIPB4,7.952564757999999,-6.570459715
NPIPP1,-1.323581765,-2.4546224619999997
NPL,-2.107870705,1.501752124
NPLOC4,11.54957612,-7.008387852
NPM1,2.087081333,-10.18425325
NPM3,3.7386671330000003,-1.640993238
NPPA,5.222781396,3.6549106539999996
NPR2,-0.8218766609999999,-10.46785149
NPRL2,6.025977225,1.618474109
NPRL3,1.346609694,7.770617201
NPTN,-0.30268829199999997,-8.324228643
NQO1,4.685526278999999,3.776678095
NQO2,-0.632412778,10.15419493
NR1D1,1.087922387,-8.39470519
NR1D2,-2.22238782,-10.61746861
NR1H2,10.80601887,-2.6448499869999997
NR1H3,-4.196498839,6.27145368
NR1I2,7.360055292,-9.982632672000001
NR1I3,1.605966431,-7.266897437999999
NR2C1,-2.386301179,-9.37258226
NR2C2,1.005701762,-7.2674777829999995
NR2C2AP,0.845345803,-8.211370173999999
NR2F6,10.54883089,-6.347499197
NR3C1,-5.769581152000001,-5.720220666
NR3C2,0.415273667,-9.457944896
NR4A1,5.154569725,2.7085412360000003
NR4A2,-0.868572412,-7.482394671000001
NR6A1,9.289176488999999,2.94124765
NRBF2,-5.820723227999999,-1.234215205
NRBP1,7.411845756,5.018509688
NRBP2,5.286499146000001,-8.700279787000001
NRCAM,-2.817634801,-4.412294082
NRDC,4.279229344,2.923005017
NRDE2,-0.55806408,-1.567938829
NREP,3.021917057,-10.87959531
NRF1,0.731882693,-11.86422602
NRG1,11.22204326,-2.1659162380000003
NRG4,1.7885347480000002,-10.67813236
NRGN,-5.850732773,6.8746226329999995
NRIP1,-2.6888921580000003,-2.6845401160000004
NRIP2,1.8380371519999998,-7.338860547
NRIP3,1.647161008,-8.08715137
NRL,7.02666311,-1.251538171
NRM,0.536252821,-1.320589279
NRN1,5.278456678,5.716921947
NRP1,-6.411226257,3.707778385
NRP2,1.842699255,-5.534872565
NRROS,11.35057563,-2.715124085
NRSN2,6.65495636,-2.8145537239999996
NRXN2,4.899197772,-4.164423379
NSA2,-2.527830568,-10.85802641
NSD1,1.184523942,-4.277903258
NSD2,3.42503428,-8.099986331
NSD3,-4.314203808,-7.62656011
NSDHL,13.14431771,0.426619084
NSF,7.389987106,-6.097581633
NSFL1C,-2.062525955,2.352528899
NSG1,6.969656272000001,-10.82711909
NSL1,-3.303986937,-10.42972252
NSMAF,1.907014266,0.9507621759999999
NSMCE1,4.039190619,7.030925295
NSMCE2,7.708848958,0.601674322
NSMCE3,0.607980845,-11.25895585
NSMCE4A,-1.0608942190000001,-3.294140587
NSMF,11.87416917,-0.10897170800000001
NSRP1,-4.001065506000001,-8.682220018999999
NSUN2,0.026864066000000002,-10.424561800000001
NSUN3,-3.3092184939999996,-3.5708407330000003
NSUN4,-8.133067837,-3.986569246
NSUN5,8.224649977,-4.641537776
NSUN5P2,0.590634232,-10.26978971
NSUN7,-6.800368166,-6.070228676
NT5C,1.595876698,4.61299614
NT5C2,-1.83723916,-6.56944163
NT5C3A,-7.074372189,-2.0000813180000003
NT5C3B,1.5145153869999999,-10.39568352
NT5DC1,-0.7631559309999999,-10.32124734
NT5DC2,5.850945249,4.41602932
NT5DC3,6.056678885,-10.41875887
NT5DC4,0.412285478,0.38721343
NT5E,-4.91806735,-9.010551881
NTAN1,-2.455267059,4.952385296
NTHL1,-2.420488055,6.237437991
NTMT1,7.662217328,-8.103933385
NTN4,-2.470266605,-5.018895257
NTN5,-1.6042479790000002,-8.633162843
NTPCR,-2.2735172919999997,-11.08141174
NTSR1,8.841502857,-5.326394866
NUAK1,-0.6805049,8.203065359
NUAK2,-1.469728109,-2.882663875
NUB1,-2.5729871930000003,-0.125167969
NUBP1,2.149924293,8.951521342000001
NUBP2,10.64831244,-5.716068781000001
NUBPL,1.974627909,-10.84589905
NUCB1,8.749342833,2.652372236
NUCB2,1.2381047040000002,-9.110861442000001
